"","country","points","price","province","title","variety","winery"
"214","US",93,100,"California","Stonestreet 2005 Christopher's Cabernet Sauvignon (Alexander Valley)","Cabernet Sauvignon","Stonestreet"
"215","US",91,25,"Washington","Ashan 2014 Barrel Fermented Chardonnay (Columbia Valley (WA))","Chardonnay","Ashan"
"216","Spain",86,13,"Northern Spain","Campellares 2014  Rioja","Tempranillo","Campellares"
"217","US",88,16,"New York","Sheldrake Point 2015 Estate Bottled Pinot Gris (Finger Lakes)","Pinot Gris","Sheldrake Point"
"218","US",84,47,"California","Williamson Wines 2006 Clarissa Vin Rouge Red (Dry Creek Valley)","Bordeaux-style Red Blend","Williamson Wines"
"219","US",88,45,"California","Churchill Cellars 2012 Burke Family Vineyard Pinot Noir (Sonoma County)","Pinot Noir","Churchill Cellars"
"220","US",92,90,"Oregon","Domaine Serene 2013 Côte Sud Vineyard Pinot Noir (Dundee Hills)","Pinot Noir","Domaine Serene"
"221","France",87,NA,"Southwest France","Lo Domeni 2012 Le Clos Malbec (Cahors)","Malbec","Lo Domeni"
"222","France",89,50,"Champagne","Vranken NV Demoiselle Rosé Brut  (Champagne)","Champagne Blend","Vranken"
"223","Spain",80,20,"Central Spain","Gran Castillo Royal 2012 Verdejo (Vino de la Tierra de Castilla)","Verdejo","Gran Castillo Royal"
"224","US",84,12,"California","Moscato Bella 2013 Muscat Canelli (California)","Muscat Canelli","Moscato Bella"
"225","US",87,38,"Washington","Bunnell 2013 BDX Merlot (Red Mountain)","Merlot","Bunnell"
"226","US",91,18,"California","Hess Collection 2013 Shirtail Ranches Cabernet Sauvignon (Lake County)","Cabernet Sauvignon","Hess Collection"
"227","Italy",88,47,"Veneto","Zanoni 2006 Zovo  (Amarone della Valpolicella)","Corvina, Rondinella, Molinara","Zanoni"
"228","Italy",89,NA,"Sicily & Sardinia","Barone di Villagrande 2015 Rosato (Etna)","Rosato","Barone di Villagrande"
"229","US",88,26,"California","Sebastiani 2008 Pinot Noir (Carneros)","Pinot Noir","Sebastiani"
"230","US",84,15,"New York","Imagine Moore 2007 Love Riesling (Finger Lakes)","Riesling","Imagine Moore"
"231","US",93,55,"Washington","Saviah 2012 The Funk Syrah (Walla Walla Valley (WA))","Syrah","Saviah"
"232","France",85,20,"Loire Valley","Domaine Vincent Carême 2013 Spring  (Vouvray)","Chenin Blanc","Domaine Vincent Carême"
"233","Argentina",84,12,"Mendoza Province","Kaiken 2010 Cabernet Sauvignon (Luján de Cuyo)","Cabernet Sauvignon","Kaiken"
"234","US",90,40,"California","Reynolds Family Winery 2007 Merlot (Stags Leap District)","Merlot","Reynolds Family Winery"
"235","New Zealand",85,20,"Marlborough","Goldwater 2001 Dog Point Sauvignon Blanc (Marlborough)","Sauvignon Blanc","Goldwater"
"236","Germany",90,16,"Mosel","Dr. Loosen 2010 Red Slate Dry Riesling (Mosel)","Riesling","Dr. Loosen"
"237","Chile",86,10,"Leyda Valley-Maipo Valley","Haras de Pirque 2016 Albaclara Gran Reserva Sauvignon Blanc (Leyda Valley-Maipo Valley)","Sauvignon Blanc","Haras de Pirque"
"238","Italy",90,30,"Piedmont","Vallana 2009  Boca","Red Blend","Vallana"
"239","Australia",93,120,"South Australia","Yalumba 2012 The Octavius Old Vine Shiraz (Barossa)","Shiraz","Yalumba"
"240","US",90,40,"California","Peter Paul Wines 2010 Cabernet Sauvignon (Napa Valley)","Cabernet Sauvignon","Peter Paul Wines"
"241","Italy",82,NA,"Sicily & Sardinia","Poggionotte 2009 Nero d'Avola (Sicilia)","Nero d'Avola","Poggionotte"
"242","US",82,12,"California","Toad Hollow NV Erik's the Red Red (Paso Robles)","Red Blend","Toad Hollow"
"243","US",91,54,"California","Talisman 2013 Gunsalus Vineyard Pinot Noir (Russian River Valley)","Pinot Noir","Talisman"
"244","France",86,12,"Languedoc-Roussillon","Villa des Anges 2016 Cabernet Sauvignon (Pays d'Oc)","Cabernet Sauvignon","Villa des Anges"
"245","US",87,42,"Washington","Dusted Valley 2009 Malbec (Wahluke Slope)","Malbec","Dusted Valley"
"246","Austria",92,46,"Kamptal","Hirsch 2004 Gaisberg Riesling Riesling (Kamptal)","Riesling","Hirsch"
"247","US",87,25,"California","Coruce 2012 Viognier (Central Coast)","Viognier","Coruce"
"248","Italy",90,57,"Tuscany","Canalicchio di Sopra 2009  Brunello di Montalcino","Sangiovese","Canalicchio di Sopra"
"249","Portugal",91,35,"Lisboa","Quinta do Monte d'Oiro 2009 Aurius Red (Lisboa)","Portuguese Red","Quinta do Monte d'Oiro"
"250","Spain",83,8,"Northern Spain","Borsao 2009 Blanco Viura (Campo de Borja)","Viura","Borsao"
"251","US",85,14,"Oregon","Kramer 2013 Müller-Thurgau","Müller-Thurgau","Kramer"
"252","Italy",90,25,"Tuscany","Cantina del Giusto 2012 Baradiero  (Vino Nobile di Montepulciano)","Red Blend","Cantina del Giusto"
"253","US",87,25,"California","Wine Spots 2013 Chardonnay (Monterey)","Chardonnay","Wine Spots"
"254","Chile",83,16,"Leyda Valley","Leyda 2013 Chardonnay (Leyda Valley)","Chardonnay","Leyda"
"255","Italy",92,70,"Tuscany","Rocca di Frassinello 2010  Maremma Toscana","Red Blend","Rocca di Frassinello"
"256","Austria",92,21,"Burgenland","Tinhof 2014 Neuburger (Burgenland)","Neuburger","Tinhof"
"257","Italy",91,70,"Piedmont","Ceretto 2003 Bricco Rocche Brunate  (Barolo)","Nebbiolo","Ceretto"
"258","Italy",86,115,"Piedmont","Oddero 2012 Brunate  (Barolo)","Nebbiolo","Oddero"
"259","Romania",86,20,"Murfatlar","VinArte 2004 Alb de Murfatlar Pinot Gris (Murfatlar)","Pinot Gris","VinArte"
"260","Austria",89,33,"Kremstal","Salomon-Undhof 2013 Kremser Tor Alte Reben Reserve Grüner Veltliner (Kremstal)","Grüner Veltliner","Salomon-Undhof"
"261","Spain",86,82,"Spanish Islands","Ribas de Cabrera 2003 Red (Vi de la Terra Illes Balears)","Red Blend","Ribas de Cabrera"
"262","US",87,26,"Washington","William Grassie NV Millésimes Mélangés Red (Columbia Valley (WA))","Red Blend","William Grassie"
"263","Portugal",90,24,"Alentejano","Cortes de Cima 2016 Sauvignon Blanc (Alentejano)","Sauvignon Blanc","Cortes de Cima"
"264","US",95,60,"California","Ravenswood 2008 Old Hill Zinfandel (Sonoma Valley)","Zinfandel","Ravenswood"
"265","France",87,14,"Southwest France","Domaine des Terrisses 2014 Terrisses Sec White (Gaillac)","White Blend","Domaine des Terrisses"
"266","US",89,19,"California","Graziano 2012 Petite Sirah (Mendocino)","Petite Sirah","Graziano"
"267","France",91,25,"Provence","Domaine du Grand Cros 2015 Aurélia Rosé (Côtes de Provence)","Rosé","Domaine du Grand Cros"
"268","US",87,15,"Washington","Cadaretta 2010 Roughout Cabernet Sauvignon (Columbia Valley (WA))","Cabernet Sauvignon","Cadaretta"
"269","US",90,55,"California","Siduri 2015 Pratt Vineyard Sexton Road Pinot Noir (Sonoma Coast)","Pinot Noir","Siduri"
"270","US",87,60,"California","Prizm 2012 Cabernet Sauvignon (Paso Robles)","Cabernet Sauvignon","Prizm"
"271","Germany",93,95,"Mosel","Dr. H. Thanisch (Erben Thanisch) 2012 Berncasteler Doctor GG Riesling (Mosel)","Riesling","Dr. H. Thanisch (Erben Thanisch)"
"272","US",87,34,"Oregon","Erath 2010 Estate Selection Pinot Noir (Willamette Valley)","Pinot Noir","Erath"
"273","Spain",88,25,"Northern Spain","Pradorey 2005 Reserva  (Ribera del Duero)","Tempranillo","Pradorey"
"274","France",90,17,"Bordeaux","Château Trocard Monrepos 2009  Bordeaux Supérieur","Bordeaux-style Red Blend","Château Trocard Monrepos"
"275","Slovenia",89,35,"Vipavska Dolina","Batic 2009 Angel Grande Cuvée Rezerva White (Vipavska Dolina)","White Blend","Batic"
"276","US",93,90,"California","Addendum 2014 Cabernet Sauvignon (Napa Valley)","Cabernet Sauvignon","Addendum"
"277","US",88,20,"Oregon","Coelho 2011 Estate Renovação Pinot Gris (Willamette Valley)","Pinot Gris","Coelho"
"278","France",87,55,"Champagne","Bertrand-Delespierre NV Brut Rosé de Saignée  (Champagne)","Champagne Blend","Bertrand-Delespierre"
"279","France",87,59,"Champagne","Tendil & Lombardi NV Rosé de Saignée Brut Pinot Noir (Champagne)","Pinot Noir","Tendil & Lombardi"
"280","Spain",89,14,"Northern Spain","Naia 2015 Las Brisas White (Rueda)","White Blend","Naia"
"281","US",87,25,"California","Urban Legend 2011 Holland Landing Vineyard Tempranillo (Clarksburg)","Tempranillo","Urban Legend"
"282","US",88,40,"Oregon","Bishop Creek Cellars 2007 Whole Cluster Reserve Pinot Noir","Pinot Noir","Bishop Creek Cellars"
"283","France",86,30,"Burgundy","Michel Picard 2009 Le Charmois Premier Cru  (Saint-Aubin)","Pinot Noir","Michel Picard"
"284","Italy",90,19,"Piedmont","Dezzani 2007 La Luna e Le Stelle  (Barbera d'Asti Superiore)","Barbera","Dezzani"
"285","US",90,50,"California","VGS Chateau Potelle 2015 Chardonnay (Mount Veeder)","Chardonnay","VGS Chateau Potelle"
"286","Israel",89,18,"Galilee","Dalton 2014 Estate Shiraz (Galilee)","Shiraz","Dalton"
"287","US",91,34,"Washington","Doyenne 2007 Roussanne (Red Mountain)","Roussanne","Doyenne"
"288","Austria",91,30,"Wachau","Jäger 2013 Selection Grüner Veltliner (Wachau)","Grüner Veltliner","Jäger"
"289","Argentina",85,18,"Mendoza Province","Lagarde 2011 Cabernet Sauvignon (Mendoza)","Cabernet Sauvignon","Lagarde"
"290","France",88,NA,"Beaujolais","Georges Duboeuf 2009 La Madone  (Fleurie)","Gamay","Georges Duboeuf"
"291","US",87,16,"Oregon","Bradley 2015 Dry Riesling (Elkton Oregon)","Riesling","Bradley"
"292","Argentina",85,18,"Mendoza Province","Chakana 2014 Estate Selection Chardonnay (Mendoza)","Chardonnay","Chakana"
"293","US",92,36,"California","Margerum 2011 D Sauvignon Blanc (Happy Canyon of Santa Barbara)","Sauvignon Blanc","Margerum"
"294","Portugal",86,12,"Tejo","Wines & Winemakers 2015 Samora Tinto Red (Tejo)","Portuguese Red","Wines & Winemakers"
"295","US",92,48,"California","Rusack 2013 Solomon Hills VIneyard Pinot Noir (Santa Maria Valley)","Pinot Noir","Rusack"
"296","US",86,20,"California","Billhook 2013 Red (Santa Barbara County)","Rhône-style Red Blend","Billhook"
"297","Argentina",87,17,"Mendoza Province","Piattelli 2012 Premium Reserve Cabernet Sauvignon (Luján de Cuyo)","Cabernet Sauvignon","Piattelli"
"298","US",91,40,"California","Summerland 2013 Bien Nacido Vineyard Chardonnay (Santa Maria Valley)","Chardonnay","Summerland"
"299","Italy",89,20,"Veneto","Sommariva NV Brut  (Conegliano Valdobbiadene Prosecco Superiore)","Glera","Sommariva"
"300","Portugal",87,9,"Tejo","Falua 2013 Conde de Vimioso Colheita Selectionada White (Tejo)","Portuguese White","Falua"
"301","US",86,38,"California","Herzog 2011 Special Reserve Chardonnay (Russian River Valley)","Chardonnay","Herzog"
"302","US",87,16,"California","Layer Cake 2012 Cabernet Sauvignon (California)","Cabernet Sauvignon","Layer Cake"
"303","US",85,20,"California","Silver Buckle 2010 Ranchero Red (Central Coast)","Red Blend","Silver Buckle"
"304","US",88,19,"California","Murrieta's Well 2009 The Whip White (Livermore Valley)","White Blend","Murrieta's Well"
"305","US",88,45,"California","Madrigal 2013 Cabernet Sauvignon (Napa Valley)","Cabernet Sauvignon","Madrigal"
"306","France",84,10,"Southwest France","Domaine Haut Marin 2016 Hait Marin Littorine Colombard-Ugni Blanc (Côtes de Gascogne)","Colombard-Ugni Blanc","Domaine Haut Marin"
"307","Italy",87,60,"Piedmont","Dante Rivetti 2012 Bric Micca  (Barbaresco)","Nebbiolo","Dante Rivetti"
"308","US",88,42,"California","Dominus 2005 Napanook Red (Yountville)","Bordeaux-style Red Blend","Dominus"
"309","US",88,75,"California","Ackerman Family Vineyards 2013 Cabernet Sauvignon (Coombsville)","Cabernet Sauvignon","Ackerman Family Vineyards"
"310","Austria",93,14,"Burgenland","Gunter Triebaumer 2015 Furmint (Burgenland)","Furmint","Gunter Triebaumer"
"311","US",95,40,"California","Chalk Hill 2008 Musque Sauvignon Blanc (Chalk Hill)","Sauvignon Blanc","Chalk Hill"
"312","France",84,NA,"Southwest France","Rigal 2010 The Original Malbec (Vin de Pays du Lot)","Malbec","Rigal"
"313","US",93,75,"California","Clos du Val 2006 Cabernet Sauvignon (Stags Leap District)","Cabernet Sauvignon","Clos du Val"
"314","France",89,18,"Burgundy","Jean-Marc Brocard 2010 Kimmeridgien  (Bourgogne)","Chardonnay","Jean-Marc Brocard"
"315","US",87,29,"California","Midnight 2016 Aurora Reserve White (Paso Robles)","Rhône-style White Blend","Midnight"
"316","US",94,75,"California","Chateau St. Jean 2009 Cinq Cépages Red (Sonoma County)","Bordeaux-style Red Blend","Chateau St. Jean"
"317","US",88,12,"Washington","Eufloria NV Aromatic Blend White (Washington)","White Blend","Eufloria"
"318","US",92,52,"California","Stephen Ross 2012 Stone Corral Vineyard Pinot Noir (Edna Valley)","Pinot Noir","Stephen Ross"
"319","Portugal",89,15,"Douro","Quinta da Rede 2014 Reserva Red (Douro)","Portuguese Red","Quinta da Rede"
"320","Italy",88,18,"Sicily & Sardinia","Casa di Grazia 2009 Gradiva Collectio Nero d'Avola (Sicilia)","Nero d'Avola","Casa di Grazia"
"321","Italy",88,31,"Veneto","Ca' Rugate 2014 La Perlara  (Recioto di Soave)","Garganega","Ca' Rugate"
"322","US",89,60,"California","Stag's Leap Wine Cellars 2014 Artemis Cabernet Sauvignon (Napa Valley)","Cabernet Sauvignon","Stag's Leap Wine Cellars"
"323","US",93,59,"Washington","Woodward Canyon 2014 Artist Series #23 Cabernet Sauvignon (Washington)","Cabernet Sauvignon","Woodward Canyon"
"324","France",88,22,"Loire Valley","Bouvet-Ladubay NV Trésor Rosé Brut  (Saumur)","Sparkling Blend","Bouvet-Ladubay"
"325","France",85,13,"Southwest France","Château Bélingard 2011 White (Bergerac Sec)","Bordeaux-style White Blend","Château Bélingard"
"326","US",87,14,"California","Peirano 2006 The Other Red (Lodi)","Red Blend","Peirano"
"327","US",94,31,"California","Windemere 2013 MacGregor Vineyard Pinot Noir (Edna Valley)","Pinot Noir","Windemere"
"328","Chile",86,10,"Rapel Valley","Concha y Toro 2008 Casillero del Diablo Reserve Merlot (Rapel Valley)","Merlot","Concha y Toro"
"329","France",95,84,"Alsace","Domaine Zind-Humbrecht 2009 Clos Saint Urbain Rangen de Thann Grand Cru Gewurztraminer (Alsace)","Gewürztraminer","Domaine Zind-Humbrecht"
"330","Italy",93,60,"Tuscany","Campogiovanni 2012  Brunello di Montalcino","Sangiovese","Campogiovanni"
"331","Romania",86,9,"Romania","Cramele Recas 2014 Legendary Estate Series Cabernet Sauvignon (Romania)","Cabernet Sauvignon","Cramele Recas"
"332","Argentina",85,15,"Mendoza Province","Andeluna 2011 1300 Chardonnay (Uco Valley)","Chardonnay","Andeluna"
"333","US",90,115,"California","Piña 2007 Mimbre Cabernet Sauvignon (Napa Valley)","Cabernet Sauvignon","Piña"
"334","Italy",84,38,"Central Italy","Condé 2009 Riserva  (Sangiovese di Romagna Superiore)","Sangiovese","Condé"
"335","US",90,18,"Washington","Syncline 2005 Subduction Red Red (Columbia Valley (WA))","Red Blend","Syncline"
"336","US",90,55,"Washington","Script 2012 Turning Point Two Blondes Vineyard Cabernet Sauvignon (Yakima Valley)","Cabernet Sauvignon","Script"
"337","Australia",91,22,"South Australia","Petaluma 2012 Hanlin Hill Riesling (Clare Valley)","Riesling","Petaluma"
"338","Spain",88,70,"Central Spain","Aljibes 2010 Selectus Red (Vino de la Tierra de Castilla)","Red Blend","Aljibes"
"339","US",86,35,"California","Venture Wines 2012 Chardonnay (Russian River Valley)","Chardonnay","Venture Wines"
"340","France",88,16,"Rhône Valley","Gabriel Meffre 2009 Saint-Mapalis Plan De Dieu Red (Côtes du Rhône Villages)","Rhône-style Red Blend","Gabriel Meffre"
"341","Portugal",88,19,"Douro","Quanta Terra 2010 Terra a Terra Branco Reserva White (Douro)","Portuguese White","Quanta Terra"
"342","Portugal",90,9,"Vinho Verde","Aveleda 2015 Quinta da Aveleda White (Vinho Verde)","Portuguese White","Aveleda"
"343","Spain",90,16,"Northern Spain","Bodega Otto Bestué 2012 Finca Santa Sabina Red (Somontano)","Red Blend","Bodega Otto Bestué"
"344","Italy",83,12,"Tuscany","Castellani 1997 Riserva  (Chianti)","Sangiovese","Castellani"
"345","Italy",84,NA,"Sicily & Sardinia","Avide 2008 Herea Frappato Rosato Rosé (Sicilia)","Rosé","Avide"
"346","France",89,14,"France Other","Domaine de l'Idylle 2012 Cruet Jacquère (Savoie)","Jacquère","Domaine de l'Idylle"
"347","France",92,400,"Burgundy","Domaine Henri Rebourseau 2000 Clos de Vougeot  (Clos de Vougeot)","Pinot Noir","Domaine Henri Rebourseau"
"348","US",94,70,"California","Tantara 2015 Zotovich Pinot Noir (Sta. Rita Hills)","Pinot Noir","Tantara"
"349","US",85,30,"California","Onward 2016 Hawkeye Ranch Petillant Naturel Rosé (Redwood Valley)","Rosé","Onward"
"350","Argentina",92,41,"Mendoza Province","Salentein 2013 Numina Spirit Vineyard Estate Bottled Malbec (Valle de Uco)","Malbec","Salentein"
"351","Italy",85,55,"Tuscany","Lunadoro 2007 Quercione Riserva  (Vino Nobile di Montepulciano)","Red Blend","Lunadoro"
"352","US",88,35,"California","Château Souverain 1996 Winemaker's Reserve Cabernet Sauvignon (Sonoma County)","Cabernet Sauvignon","Château Souverain"
"353","Italy",86,43,"Piedmont","Boasso 2012 del Comune di Serralunga  (Barolo)","Nebbiolo","Boasso"
"354","US",92,35,"Washington","Dunham 2009 Syrah (Columbia Valley (WA))","Syrah","Dunham"
"355","US",84,20,"California","Vinum Cellars 2011 Red Dirt G-S-M (Paso Robles)","G-S-M","Vinum Cellars"
"356","US",84,18,"New York","Heron Hill 2013 Reserve Pinot Blanc (Finger Lakes)","Pinot Blanc","Heron Hill"
"357","US",89,18,"California","Lucas & Lewellen 2014 Estate Sauvignon Blanc (Santa Barbara County)","Sauvignon Blanc","Lucas & Lewellen"
"358","US",87,18,"Washington","Chateau Ste. Michelle 2006 Indian Wells Chardonnay (Columbia Valley (WA))","Chardonnay","Chateau Ste. Michelle"
"359","Germany",87,10,"Mosel","Karl Josef 2013 Piesporter Michelsberg Kabinett Riesling (Mosel)","Riesling","Karl Josef"
"360","US",88,12,"Washington","Charles & Charles 2013 Post No. 35 Cabernet Sauvignon-Syrah (Columbia Valley (WA))","Cabernet Sauvignon-Syrah","Charles & Charles"
"361","Italy",88,35,"Veneto","Tenuta Santomè 2004 Santomè Raboso (Piave)","Raboso","Tenuta Santomè"
"362","US",85,7,"California","Barefoot NV Cabernet Sauvignon (California)","Cabernet Sauvignon","Barefoot"
"363","Portugal",88,12,"Douro","Borges 2015 Reserva White (Douro)","Portuguese White","Borges"
"364","US",92,24,"Oregon","King Estate 2014 Unity King Estate Vineyard-Pfeiffer Vineyards Pinot Gris (Oregon)","Pinot Gris","King Estate"
"365","US",91,20,"Washington","Apex 2006 Dry Riesling (Yakima Valley)","Riesling","Apex"
"366","US",93,50,"Washington","Force Majeure 2009 Collaboration Series VI Ciel du Cheval Vineyard Red (Red Mountain)","Rhône-style Red Blend","Force Majeure"
"367","Portugal",88,15,"Lisboa","Parras Wines 2015 Mula Velha Premium Branco White (Lisboa)","Portuguese White","Parras Wines"
"368","France",84,15,"Bordeaux","Château Vrai Caillou 2013  Bordeaux Supérieur","Bordeaux-style Red Blend","Château Vrai Caillou"
"369","US",89,40,"Washington","Va Piano 2009 Syrah (Columbia Valley (WA))","Syrah","Va Piano"
"370","US",94,95,"California","Sojourn 2013 Vineyard Georges III Cabernet Sauvignon (Rutherford)","Cabernet Sauvignon","Sojourn"
"371","Chile",86,NA,"Leyda Valley","Leyda 2016 Reserva Pinot Noir (Leyda Valley)","Pinot Noir","Leyda"
"372","France",88,20,"Bordeaux","Château les Hauts de Palette 2012  Cadillac Côtes de Bordeaux","Bordeaux-style Red Blend","Château les Hauts de Palette"
